case,Last_Event,First_Event,Case_Duration,Variants,Case_Duration in minutes
16151,End,Register,1112.0,1,18.53
16152,End,Register,1167.0,1,19.45
16154,End,Register,1370.0,1,22.83
16156,End,Register,1244.0,1,20.73
16158,End,Register,1209.0,1,20.15
16161,End,Register,1314.0,1,21.9
16164,End,Register,1337.0,1,22.28
16166,End,Register,1033.0,1,17.22
16167,End,Register,1211.0,1,20.18
16170,End,Register,1198.0,1,19.97
16172,End,Register,1193.0,1,19.88
16173,End,Register,1250.0,1,20.83
16174,End,Register,1163.0,1,19.38
16176,End,Register,1258.0,1,20.97
16177,End,Register,1103.0,1,18.38
16180,End,Register,1338.0,1,22.3
16181,End,Register,1359.0,1,22.65
16182,End,Register,1259.0,1,20.98
16183,End,Register,1169.0,1,19.48
16187,End,Register,1254.0,1,20.9
16188,End,Register,1118.0,1,18.63
16191,End,Register,1487.0,1,24.78
16192,End,Register,1244.0,1,20.73
16193,End,Register,1350.0,1,22.5
16198,End,Register,1082.0,1,18.03
16202,End,Register,1385.0,1,23.08
16203,End,Register,1152.0,1,19.2
16204,End,Register,1326.0,1,22.1
16205,End,Register,1397.0,1,23.28
16206,End,Register,1260.0,1,21.0
16207,End,Register,1316.0,1,21.93
16209,End,Register,1341.0,1,22.35
16210,End,Register,1213.0,1,20.22
16213,End,Register,1328.0,1,22.13
16216,End,Register,1420.0,1,23.67
16221,End,Register,1524.0,1,25.4
16224,End,Register,1408.0,1,23.47
16225,End,Register,1206.0,1,20.1
16227,End,Register,1328.0,1,22.13
16228,End,Register,1289.0,1,21.48
16229,End,Register,1270.0,1,21.17
16232,End,Register,1339.0,1,22.32
16233,End,Register,1320.0,1,22.0
16234,End,Register,1228.0,1,20.47
16236,End,Register,1144.0,1,19.07
16238,End,Register,1230.0,1,20.5
16240,End,Register,1146.0,1,19.1
16241,End,Register,1237.0,1,20.62
16242,End,Register,1294.0,1,21.57
16244,End,Register,1373.0,1,22.88
16246,End,Register,1224.0,1,20.4
16247,End,Register,1226.0,1,20.43
16249,End,Register,1403.0,1,23.38
16250,End,Register,1156.0,1,19.27
16252,End,Register,1107.0,1,18.45
16254,End,Register,1095.0,1,18.25
16256,End,Register,1122.0,1,18.7
16257,End,Register,1115.0,1,18.58
16258,End,Register,1171.0,1,19.52
16259,End,Register,1226.0,1,20.43
16261,End,Register,1284.0,1,21.4
16264,End,Register,1226.0,1,20.43
16265,End,Register,1359.0,1,22.65
16266,End,Register,1210.0,1,20.17
16269,End,Register,1292.0,1,21.53
16270,End,Register,1167.0,1,19.45
16272,End,Register,1320.0,1,22.0
16273,End,Register,1090.0,1,18.17
16274,End,Register,1217.0,1,20.28
16278,End,Register,1435.0,1,23.92
16279,End,Register,1232.0,1,20.53
16280,End,Register,1243.0,1,20.72
16283,End,Register,1329.0,1,22.15
16287,End,Register,1407.0,1,23.45
16288,End,Register,1192.0,1,19.87
16290,End,Register,1200.0,1,20.0
16291,End,Register,1207.0,1,20.12
16294,End,Register,1150.0,1,19.17
16297,End,Register,55618.0,1,926.97
16298,End,Register,55475.0,1,924.58
16299,End,Register,55406.0,1,923.43
16300,End,Register,55470.0,1,924.5
16302,End,Register,55655.0,1,927.58
16303,End,Register,55197.0,1,919.95
16304,End,Register,55259.0,1,920.98
16305,End,Register,55377.0,1,922.95
16306,End,Register,55338.0,1,922.3
16307,End,Register,55365.0,1,922.75
16308,End,Register,55413.0,1,923.55
16309,End,Register,55403.0,1,923.38
16311,End,Register,1151.0,1,19.18
16314,End,Register,1265.0,1,21.08
16315,End,Register,1245.0,1,20.75
16319,End,Register,1242.0,1,20.7
16320,End,Register,1381.0,1,23.02
16321,End,Register,1288.0,1,21.47
16322,End,Register,1103.0,1,18.38
16323,End,Register,1256.0,1,20.93
16324,End,Register,1075.0,1,17.92
16327,End,Register,1189.0,1,19.82
16330,End,Register,1211.0,1,20.18
16331,End,Register,1223.0,1,20.38
16332,End,Register,1303.0,1,21.72
16333,End,Register,1292.0,1,21.53
16336,End,Register,1218.0,1,20.3
16339,End,Register,1353.0,1,22.55
16341,End,Register,1337.0,1,22.28
16342,End,Register,1116.0,1,18.6
16345,End,Register,1216.0,1,20.27
16346,End,Register,1194.0,1,19.9
16349,End,Register,1012.0,1,16.87
16351,End,Register,1152.0,1,19.2
16355,End,Register,1116.0,1,18.6
16357,End,Register,1256.0,1,20.93
16358,End,Register,1413.0,1,23.55
16359,End,Register,1115.0,1,18.58
16360,End,Register,1394.0,1,23.23
16361,End,Register,1167.0,1,19.45
16363,End,Register,1333.0,1,22.22
16364,End,Register,1331.0,1,22.18
16368,End,Register,1282.0,1,21.37
16369,End,Register,1059.0,1,17.65
16371,End,Register,1378.0,1,22.97
16374,End,Register,1381.0,1,23.02
16377,End,Register,1262.0,1,21.03
16382,End,Register,1256.0,1,20.93
16383,End,Register,1443.0,1,24.05
16384,End,Register,1189.0,1,19.82
16385,End,Register,1369.0,1,22.82
16386,End,Register,1112.0,1,18.53
16390,End,Register,1209.0,1,20.15
16391,End,Register,1259.0,1,20.98
16392,End,Register,1283.0,1,21.38
16393,End,Register,1190.0,1,19.83
16400,End,Register,1066.0,1,17.77
16403,End,Register,1180.0,1,19.67
16404,End,Register,1117.0,1,18.62
16407,End,Register,1177.0,1,19.62
16408,End,Register,1315.0,1,21.92
16412,End,Register,1249.0,1,20.82
16413,End,Register,1255.0,1,20.92
16414,End,Register,1172.0,1,19.53
16415,End,Register,1114.0,1,18.57
16416,End,Register,1281.0,1,21.35
16417,End,Register,1156.0,1,19.27
16420,End,Register,1268.0,1,21.13
16422,End,Register,1394.0,1,23.23
16425,End,Register,1232.0,1,20.53
16426,End,Register,1308.0,1,21.8
16428,End,Register,1243.0,1,20.72
16429,End,Register,1178.0,1,19.63
16431,End,Register,1189.0,1,19.82
16433,End,Register,1318.0,1,21.97
16437,End,Register,1131.0,1,18.85
16438,End,Register,1414.0,1,23.57
16439,End,Register,1028.0,1,17.13
16440,End,Register,1346.0,1,22.43
16441,End,Register,1311.0,1,21.85
16443,End,Register,1285.0,1,21.42
16444,End,Register,1385.0,1,23.08
16446,End,Register,1310.0,1,21.83
16447,End,Register,1294.0,1,21.57
16448,End,Register,1382.0,1,23.03
16450,End,Register,1030.0,1,17.17
16454,End,Register,1382.0,1,23.03
16457,End,Register,1170.0,1,19.5
16462,End,Register,1554.0,1,25.9
16463,End,Register,1376.0,1,22.93
16468,End,Register,1364.0,1,22.73
16469,End,Register,1270.0,1,21.17
16470,End,Register,1329.0,1,22.15
16473,End,Register,1167.0,1,19.45
16475,End,Register,1376.0,1,22.93
16477,End,Register,1259.0,1,20.98
16478,End,Register,1124.0,1,18.73
16482,End,Register,1073.0,1,17.88
16483,End,Register,1147.0,1,19.12
16485,End,Register,1215.0,1,20.25
16486,End,Register,1113.0,1,18.55
16489,End,Register,1176.0,1,19.6
16490,End,Register,1302.0,1,21.7
16496,End,Register,1276.0,1,21.27
16497,End,Register,1413.0,1,23.55
16500,End,Register,1313.0,1,21.88
16502,End,Register,1152.0,1,19.2
16503,End,Register,1445.0,1,24.08
16507,End,Register,1201.0,1,20.02
16508,End,Register,1320.0,1,22.0
16511,End,Register,1403.0,1,23.38
16513,End,Register,1412.0,1,23.53
16520,End,Register,1359.0,1,22.65
16523,End,Register,1215.0,1,20.25
16526,End,Register,1280.0,1,21.33
16527,End,Register,1199.0,1,19.98
16528,End,Register,1458.0,1,24.3
16529,End,Register,1110.0,1,18.5
16531,End,Register,1321.0,1,22.02
16533,End,Register,1489.0,1,24.82
16534,End,Register,1349.0,1,22.48
16537,End,Register,1057.0,1,17.62
16538,End,Register,1251.0,1,20.85
16540,End,Register,1208.0,1,20.13
16541,End,Register,1412.0,1,23.53
16543,End,Register,1297.0,1,21.62
16546,End,Register,1360.0,1,22.67
16549,End,Register,1216.0,1,20.27
16553,End,Register,1456.0,1,24.27
16554,End,Register,1134.0,1,18.9
16555,End,Register,1141.0,1,19.02
16556,End,Register,1213.0,1,20.22
16557,End,Register,1285.0,1,21.42
16563,End,Register,1405.0,1,23.42
16564,End,Register,1248.0,1,20.8
16565,End,Register,1309.0,1,21.82
16568,End,Register,1218.0,1,20.3
16574,End,Register,1287.0,1,21.45
16576,End,Register,1116.0,1,18.6
16577,End,Register,1303.0,1,21.72
16578,End,Register,1195.0,1,19.92
16579,End,Register,1125.0,1,18.75
16580,End,Register,1180.0,1,19.67
16581,End,Register,1211.0,1,20.18
16583,End,Register,1185.0,1,19.75
16584,End,Register,1403.0,1,23.38
16585,End,Register,1226.0,1,20.43
16586,End,Register,1144.0,1,19.07
16589,End,Register,1238.0,1,20.63
16590,End,Register,1339.0,1,22.32
16591,End,Register,1204.0,1,20.07
16592,End,Register,1412.0,1,23.53
16595,End,Register,1358.0,1,22.63
16596,End,Register,1237.0,1,20.62
16598,End,Register,1423.0,1,23.72
16599,End,Register,1467.0,1,24.45
16600,End,Register,1431.0,1,23.85
16602,End,Register,1275.0,1,21.25
16604,End,Register,1348.0,1,22.47
16608,End,Register,1224.0,1,20.4
16613,End,Register,1300.0,1,21.67
16614,End,Register,1095.0,1,18.25
16618,End,Register,1275.0,1,21.25
16619,End,Register,1245.0,1,20.75
16621,End,Register,1188.0,1,19.8
16625,End,Register,1313.0,1,21.88
16628,End,Register,1274.0,1,21.23
16630,End,Register,1354.0,1,22.57
16633,End,Register,1149.0,1,19.15
16635,End,Register,1345.0,1,22.42
16636,End,Register,1313.0,1,21.88
16637,End,Register,1187.0,1,19.78
16640,End,Register,1249.0,1,20.82
16641,End,Register,1324.0,1,22.07
16652,End,Register,1362.0,1,22.7
16654,End,Register,1200.0,1,20.0
16655,End,Register,1230.0,1,20.5
16656,End,Register,1432.0,1,23.87
16660,End,Register,1054.0,1,17.57
16661,End,Register,1259.0,1,20.98
16666,End,Register,1207.0,1,20.12
16667,End,Register,1150.0,1,19.17
16669,End,Register,1163.0,1,19.38
16670,End,Register,1308.0,1,21.8
16672,End,Register,1340.0,1,22.33
16674,End,Register,1220.0,1,20.33
16678,End,Register,1190.0,1,19.83
16679,End,Register,1367.0,1,22.78
16681,End,Register,1276.0,1,21.27
16683,End,Register,1135.0,1,18.92
16684,End,Register,1275.0,1,21.25
16685,End,Register,1466.0,1,24.43
16686,End,Register,1326.0,1,22.1
16690,End,Register,1440.0,1,24.0
16693,End,Register,1188.0,1,19.8
16694,End,Register,1178.0,1,19.63
16697,End,Register,1237.0,1,20.62
16698,End,Register,1303.0,1,21.72
16699,End,Register,1099.0,1,18.32
16700,End,Register,1255.0,1,20.92
16703,End,Register,1106.0,1,18.43
16705,End,Register,1323.0,1,22.05
16714,End,Register,1107.0,1,18.45
16716,End,Register,1063.0,1,17.72
16718,End,Register,1477.0,1,24.62
16719,End,Register,1380.0,1,23.0
16721,End,Register,1245.0,1,20.75
16723,End,Register,1329.0,1,22.15
16724,End,Register,1411.0,1,23.52
16725,End,Register,1224.0,1,20.4
16727,End,Register,1120.0,1,18.67
16728,End,Register,1158.0,1,19.3
16729,End,Register,1365.0,1,22.75
16730,End,Register,1139.0,1,18.98
16731,End,Register,1133.0,1,18.88
16734,End,Register,1259.0,1,20.98
16735,End,Register,1428.0,1,23.8
16737,End,Register,1239.0,1,20.65
16738,End,Register,1331.0,1,22.18
16739,End,Register,1037.0,1,17.28
16740,End,Register,1171.0,1,19.52
16746,End,Register,1182.0,1,19.7
16748,End,Register,1072.0,1,17.87
16750,End,Register,1146.0,1,19.1
16753,End,Register,1432.0,1,23.87
16755,End,Register,1166.0,1,19.43
16756,End,Register,1294.0,1,21.57
16760,End,Register,1235.0,1,20.58
16764,End,Register,1324.0,1,22.07
16768,End,Register,1195.0,1,19.92
16769,End,Register,1235.0,1,20.58
16770,End,Register,1220.0,1,20.33
16771,End,Register,1129.0,1,18.82
16773,End,Register,1275.0,1,21.25
16777,End,Register,1226.0,1,20.43
16778,End,Register,1128.0,1,18.8
16780,End,Register,1179.0,1,19.65
16781,End,Register,1160.0,1,19.33
16783,End,Register,1241.0,1,20.68
16784,End,Register,1378.0,1,22.97
16785,End,Register,1350.0,1,22.5
16786,End,Register,1363.0,1,22.72
16787,End,Register,1255.0,1,20.92
16789,End,Register,1204.0,1,20.07
16790,End,Register,1444.0,1,24.07
16791,End,Register,1433.0,1,23.88
16792,End,Register,1268.0,1,21.13
16793,End,Register,1236.0,1,20.6
16794,End,Register,1312.0,1,21.87
16796,End,Register,1371.0,1,22.85
16797,End,Register,1376.0,1,22.93
16798,End,Register,1196.0,1,19.93
16799,End,Register,1360.0,1,22.67
16800,End,Register,1452.0,1,24.2
16801,End,Register,1299.0,1,21.65
16802,End,Register,1110.0,1,18.5
16803,End,Register,1321.0,1,22.02
16804,End,Register,1113.0,1,18.55
16805,End,Register,1314.0,1,21.9
16806,End,Register,1442.0,1,24.03
16807,End,Register,1208.0,1,20.13
16808,End,Register,1135.0,1,18.92
16811,End,Register,228173.0,1,3802.88
16813,End,Register,228207.0,1,3803.45
16814,End,Register,228055.0,1,3800.92
16817,End,Register,228333.0,1,3805.55
16819,End,Register,228133.0,1,3802.22
16820,End,Register,228198.0,1,3803.3
16821,End,Register,228130.0,1,3802.17
16823,End,Register,228202.0,1,3803.37
16824,End,Register,228197.0,1,3803.28
16825,End,Register,228439.0,1,3807.32
16827,End,Register,228172.0,1,3802.87
16828,End,Register,228091.0,1,3801.52
16829,End,Register,228082.0,1,3801.37
16830,End,Register,1244.0,1,20.73
16831,End,Register,1053.0,1,17.55
16832,End,Register,1173.0,1,19.55
16836,End,Register,1251.0,1,20.85
16837,End,Register,1164.0,1,19.4
16840,End,Register,1240.0,1,20.67
16841,End,Register,1159.0,1,19.32
16842,End,Register,1244.0,1,20.73
16843,End,Register,1219.0,1,20.32
16847,End,Register,1229.0,1,20.48
16848,End,Register,1188.0,1,19.8
16851,End,Register,1163.0,1,19.38
16852,End,Register,1100.0,1,18.33
16853,End,Register,1290.0,1,21.5
16854,End,Register,1232.0,1,20.53
16855,End,Register,1172.0,1,19.53
16856,End,Register,1306.0,1,21.77
16858,End,Register,1303.0,1,21.72
16859,End,Register,1275.0,1,21.25
16860,End,Register,1183.0,1,19.72
16861,End,Register,1422.0,1,23.7
16862,End,Register,1100.0,1,18.33
16863,End,Register,1163.0,1,19.38
16865,End,Register,1154.0,1,19.23
16870,End,Register,1220.0,1,20.33
16871,End,Register,1125.0,1,18.75
16872,End,Register,1384.0,1,23.07
16875,End,Register,1258.0,1,20.97
16876,End,Register,1497.0,1,24.95
16877,End,Register,1192.0,1,19.87
16882,End,Register,1406.0,1,23.43
16884,End,Register,1267.0,1,21.12
16885,End,Register,1293.0,1,21.55
16886,End,Register,1204.0,1,20.07
16887,End,Register,1014.0,1,16.9
16888,End,Register,1216.0,1,20.27
16890,End,Register,1323.0,1,22.05
16892,End,Register,1339.0,1,22.32
16894,End,Register,1304.0,1,21.73
16895,End,Register,1460.0,1,24.33
16896,End,Register,1158.0,1,19.3
16897,End,Register,1118.0,1,18.63
16900,End,Register,1164.0,1,19.4
16902,End,Register,1272.0,1,21.2
16903,End,Register,1207.0,1,20.12
16904,End,Register,1264.0,1,21.07
16907,End,Register,1428.0,1,23.8
16908,End,Register,1119.0,1,18.65
16911,End,Register,1327.0,1,22.12
16912,End,Register,1350.0,1,22.5
16913,End,Register,1321.0,1,22.02
16914,End,Register,1220.0,1,20.33
16915,End,Register,1323.0,1,22.05
16916,End,Register,1319.0,1,21.98
16923,End,Register,1326.0,1,22.1
16924,End,Register,1195.0,1,19.92
16927,End,Register,1241.0,1,20.68
16929,End,Register,1427.0,1,23.78
16932,End,Register,1218.0,1,20.3
16933,End,Register,1260.0,1,21.0
16935,End,Register,1338.0,1,22.3
16936,End,Register,1091.0,1,18.18
16938,End,Register,1344.0,1,22.4
16939,End,Register,1533.0,1,25.55
16940,End,Register,1255.0,1,20.92
16941,End,Register,1229.0,1,20.48
16942,End,Register,1404.0,1,23.4
16943,End,Register,1195.0,1,19.92
16945,End,Register,1319.0,1,21.98
16947,End,Register,1463.0,1,24.38
16948,End,Register,1471.0,1,24.52
16949,End,Register,1273.0,1,21.22
16950,End,Register,1392.0,1,23.2
16952,End,Register,1301.0,1,21.68
16955,End,Register,1212.0,1,20.2
16958,End,Register,1019.0,1,16.98
16962,End,Register,1356.0,1,22.6
16964,End,Register,1314.0,1,21.9
16965,End,Register,1196.0,1,19.93
16966,End,Register,1204.0,1,20.07
16967,End,Register,1375.0,1,22.92
16971,End,Register,1361.0,1,22.68
16972,End,Register,1322.0,1,22.03
16973,End,Register,1341.0,1,22.35
16975,End,Register,1342.0,1,22.37
16981,End,Register,1195.0,1,19.92
16983,End,Register,1338.0,1,22.3
16984,End,Register,1010.0,1,16.83
16988,End,Register,1266.0,1,21.1
16989,End,Register,1165.0,1,19.42
16990,End,Register,1408.0,1,23.47
16994,End,Register,1226.0,1,20.43
16995,End,Register,1319.0,1,21.98
17000,End,Register,1297.0,1,21.62
17001,End,Register,1218.0,1,20.3
17003,End,Register,1371.0,1,22.85
17004,End,Register,1224.0,1,20.4
17005,End,Register,1248.0,1,20.8
17006,End,Register,1181.0,1,19.68
17007,End,Register,1202.0,1,20.03
17009,End,Register,1177.0,1,19.62
17011,End,Register,1441.0,1,24.02
17012,End,Register,1245.0,1,20.75
17013,End,Register,1124.0,1,18.73
17014,End,Register,1196.0,1,19.93
17016,End,Register,1129.0,1,18.82
17018,End,Register,1255.0,1,20.92
17019,End,Register,1444.0,1,24.07
17021,End,Register,1355.0,1,22.58
17027,End,Register,1285.0,1,21.42
17028,End,Register,1356.0,1,22.6
17029,End,Register,1360.0,1,22.67
17031,End,Register,1205.0,1,20.08
17035,End,Register,1396.0,1,23.27
17036,End,Register,1226.0,1,20.43
17040,End,Register,1179.0,1,19.65
17042,End,Register,1284.0,1,21.4
17043,End,Register,1165.0,1,19.42
17046,End,Register,1234.0,1,20.57
17049,End,Register,1248.0,1,20.8
17050,End,Register,1242.0,1,20.7
17052,End,Register,1303.0,1,21.72
17053,End,Register,1269.0,1,21.15
17054,End,Register,1434.0,1,23.9
17056,End,Register,1436.0,1,23.93
17057,End,Register,1173.0,1,19.55
17058,End,Register,1163.0,1,19.38
17059,End,Register,1200.0,1,20.0
17060,End,Register,1123.0,1,18.72
17065,End,Register,1254.0,1,20.9
17067,End,Register,1285.0,1,21.42
17068,End,Register,1252.0,1,20.87
17069,End,Register,1240.0,1,20.67
17070,End,Register,1206.0,1,20.1
17072,End,Register,1112.0,1,18.53
17076,End,Register,1344.0,1,22.4
17080,End,Register,1264.0,1,21.07
17081,End,Register,1419.0,1,23.65
17082,End,Register,1236.0,1,20.6
17083,End,Register,1292.0,1,21.53
17084,End,Register,1060.0,1,17.67
17085,End,Register,1274.0,1,21.23
17087,End,Register,1152.0,1,19.2
17090,End,Register,1265.0,1,21.08
17092,End,Register,1253.0,1,20.88
17095,End,Register,1273.0,1,21.22
17096,End,Register,1305.0,1,21.75
17097,End,Register,1337.0,1,22.28
17099,End,Register,1182.0,1,19.7
17100,End,Register,1334.0,1,22.23
17101,End,Register,1236.0,1,20.6
17103,End,Register,1344.0,1,22.4
17104,End,Register,1217.0,1,20.28
17105,End,Register,1278.0,1,21.3
17106,End,Register,1473.0,1,24.55
17107,End,Register,1270.0,1,21.17
17112,End,Register,1386.0,1,23.1
17116,End,Register,1340.0,1,22.33
17118,End,Register,1267.0,1,21.12
17120,End,Register,1234.0,1,20.57
17121,End,Register,1190.0,1,19.83
17122,End,Register,1081.0,1,18.02
17123,End,Register,1232.0,1,20.53
17126,End,Register,1429.0,1,23.82
17127,End,Register,1046.0,1,17.43
17128,End,Register,998.0,1,16.63
17130,End,Register,1253.0,1,20.88
17132,End,Register,1245.0,1,20.75
17135,End,Register,1408.0,1,23.47
17141,End,Register,1325.0,1,22.08
17142,End,Register,1201.0,1,20.02
17144,End,Register,1198.0,1,19.97
17145,End,Register,1548.0,1,25.8
17146,End,Register,1336.0,1,22.27
17147,End,Register,1334.0,1,22.23
17151,End,Register,1279.0,1,21.32
17152,End,Register,1283.0,1,21.38
17154,End,Register,1346.0,1,22.43
17155,End,Register,1027.0,1,17.12
17159,End,Register,1527.0,1,25.45
17160,End,Register,1348.0,1,22.47
17161,End,Register,1336.0,1,22.27
17165,End,Register,1180.0,1,19.67
17169,End,Register,1231.0,1,20.52
17171,End,Register,1316.0,1,21.93
17172,End,Register,1300.0,1,21.67
17174,End,Register,1387.0,1,23.12
17176,End,Register,1317.0,1,21.95
17178,End,Register,1140.0,1,19.0
17180,End,Register,1477.0,1,24.62
17181,End,Register,1270.0,1,21.17
17182,End,Register,1383.0,1,23.05
17183,End,Register,1427.0,1,23.78
17185,End,Register,1317.0,1,21.95
17186,End,Register,1124.0,1,18.73
17187,End,Register,1304.0,1,21.73
17188,End,Register,1164.0,1,19.4
17189,End,Register,1285.0,1,21.42
17191,End,Register,1300.0,1,21.67
17193,End,Register,1182.0,1,19.7
17194,End,Register,1470.0,1,24.5
17195,End,Register,1144.0,1,19.07
17196,End,Register,1274.0,1,21.23
17197,End,Register,1151.0,1,19.18
17198,End,Register,1330.0,1,22.17
17199,End,Register,1259.0,1,20.98
17202,End,Register,1234.0,1,20.57
17203,End,Register,1250.0,1,20.83
17204,End,Register,1234.0,1,20.57
17205,End,Register,1315.0,1,21.92
17206,End,Register,1118.0,1,18.63
17208,End,Register,1276.0,1,21.27
17209,End,Register,1359.0,1,22.65
17211,End,Register,1405.0,1,23.42
17212,End,Register,1230.0,1,20.5
17213,End,Register,1217.0,1,20.28
17214,End,Register,1258.0,1,20.97
17220,End,Register,1138.0,1,18.97
17221,End,Register,1195.0,1,19.92
17222,End,Register,1351.0,1,22.52
17223,End,Register,1235.0,1,20.58
17224,End,Register,1213.0,1,20.22
17226,End,Register,1255.0,1,20.92
17230,End,Register,1286.0,1,21.43
17231,End,Register,1297.0,1,21.62
17233,End,Register,1325.0,1,22.08
17234,End,Register,1323.0,1,22.05
17235,End,Register,1181.0,1,19.68
17238,End,Register,1327.0,1,22.12
17239,End,Register,1250.0,1,20.83
17242,End,Register,1085.0,1,18.08
17245,End,Register,1154.0,1,19.23
17249,End,Register,1231.0,1,20.52
17253,End,Register,1206.0,1,20.1
17254,End,Register,1344.0,1,22.4
17256,End,Register,1205.0,1,20.08
17257,End,Register,1334.0,1,22.23
17259,End,Register,1130.0,1,18.83
17261,End,Register,1328.0,1,22.13
17262,End,Register,1296.0,1,21.6
17263,End,Register,1313.0,1,21.88
17266,End,Register,1474.0,1,24.57
17267,End,Register,1295.0,1,21.58
17269,End,Register,1118.0,1,18.63
17270,End,Register,1319.0,1,21.98
17272,End,Register,1065.0,1,17.75
17276,End,Register,1299.0,1,21.65
17277,End,Register,1005.0,1,16.75
17279,End,Register,1469.0,1,24.48
17280,End,Register,1250.0,1,20.83
17281,End,Register,1157.0,1,19.28
17282,End,Register,1211.0,1,20.18
17283,End,Register,1269.0,1,21.15
17284,End,Register,1410.0,1,23.5
17285,End,Register,1132.0,1,18.87
17287,End,Register,1220.0,1,20.33
17289,End,Register,1356.0,1,22.6
17290,End,Register,1307.0,1,21.78
17291,End,Register,1372.0,1,22.87
17294,End,Register,1283.0,1,21.38
17298,End,Register,1183.0,1,19.72
17302,End,Register,1211.0,1,20.18
17306,End,Register,1018.0,1,16.97
17308,End,Register,1276.0,1,21.27
17310,End,Register,1180.0,1,19.67
17311,End,Register,1310.0,1,21.83
17313,End,Register,1177.0,1,19.62
17314,End,Register,1259.0,1,20.98
17318,End,Register,1311.0,1,21.85
17324,End,Register,1444.0,1,24.07
17325,End,Register,1496.0,1,24.93
17327,End,Register,1209.0,1,20.15
17329,End,Register,1118.0,1,18.63
17330,End,Register,55455.0,1,924.25
17332,End,Register,55306.0,1,921.77
17335,End,Register,55572.0,1,926.2
17336,End,Register,55100.0,1,918.33
17337,End,Register,55203.0,1,920.05
17340,End,Register,55444.0,1,924.07
17342,End,Register,55489.0,1,924.82
17343,End,Register,55307.0,1,921.78
17345,End,Register,55587.0,1,926.45
17346,End,Register,55183.0,1,919.72
17347,End,Register,55092.0,1,918.2
17348,End,Register,55408.0,1,923.47
17351,End,Register,1151.0,1,19.18
17353,End,Register,1195.0,1,19.92
17356,End,Register,1239.0,1,20.65
17357,End,Register,1429.0,1,23.82
17362,End,Register,1203.0,1,20.05
17368,End,Register,1115.0,1,18.58
17369,End,Register,1054.0,1,17.57
17371,End,Register,1086.0,1,18.1
17372,End,Register,1224.0,1,20.4
17373,End,Register,1281.0,1,21.35
17375,End,Register,1378.0,1,22.97
17377,End,Register,1335.0,1,22.25
17378,End,Register,1338.0,1,22.3
17379,End,Register,1272.0,1,21.2
17381,End,Register,1143.0,1,19.05
17382,End,Register,1203.0,1,20.05
17383,End,Register,1154.0,1,19.23
17385,End,Register,1156.0,1,19.27
17388,End,Register,1281.0,1,21.35
17389,End,Register,1452.0,1,24.2
17390,End,Register,1405.0,1,23.42
17391,End,Register,1075.0,1,17.92
17392,End,Register,1132.0,1,18.87
17394,End,Register,1275.0,1,21.25
17395,End,Register,1448.0,1,24.13
17396,End,Register,1178.0,1,19.63
17398,End,Register,1333.0,1,22.22
17399,End,Register,1288.0,1,21.47
17400,End,Register,1128.0,1,18.8
17402,End,Register,1336.0,1,22.27
17403,End,Register,1169.0,1,19.48
17404,End,Register,1213.0,1,20.22
17405,End,Register,1235.0,1,20.58
17407,End,Register,1244.0,1,20.73
17409,End,Register,1381.0,1,23.02
17410,End,Register,1226.0,1,20.43
17411,End,Register,1236.0,1,20.6
17412,End,Register,1401.0,1,23.35
17413,End,Register,1126.0,1,18.77
17416,End,Register,1306.0,1,21.77
17418,End,Register,1372.0,1,22.87
17419,End,Register,1243.0,1,20.72
17421,End,Register,1320.0,1,22.0
17423,End,Register,1251.0,1,20.85
17425,End,Register,1376.0,1,22.93
17427,End,Register,1408.0,1,23.47
17431,End,Register,1206.0,1,20.1
17433,End,Register,1384.0,1,23.07
17437,End,Register,1338.0,1,22.3
17439,End,Register,1294.0,1,21.57
17442,End,Register,1000.0,1,16.67
17443,End,Register,1272.0,1,21.2
17446,End,Register,1341.0,1,22.35
17449,End,Register,1259.0,1,20.98
17452,End,Register,1196.0,1,19.93
17453,End,Register,1357.0,1,22.62
17455,End,Register,1339.0,1,22.32
17456,End,Register,1314.0,1,21.9
17457,End,Register,1276.0,1,21.27
17458,End,Register,1179.0,1,19.65
17459,End,Register,1318.0,1,21.97
17460,End,Register,1338.0,1,22.3
17462,End,Register,1237.0,1,20.62
17466,End,Register,1335.0,1,22.25
17468,End,Register,1154.0,1,19.23
17470,End,Register,1271.0,1,21.18
17472,End,Register,1325.0,1,22.08
17477,End,Register,1284.0,1,21.4
17479,End,Register,1533.0,1,25.55
17480,End,Register,1315.0,1,21.92
17481,End,Register,1414.0,1,23.57
17487,End,Register,1423.0,1,23.72
17490,End,Register,1238.0,1,20.63
17493,End,Register,1287.0,1,21.45
17494,End,Register,999.0,1,16.65
17498,End,Register,1375.0,1,22.92
17499,End,Register,1289.0,1,21.48
17500,End,Register,1360.0,1,22.67
17502,End,Register,1198.0,1,19.97
17504,End,Register,1209.0,1,20.15
17505,End,Register,1236.0,1,20.6
17507,End,Register,1136.0,1,18.93
17508,End,Register,1313.0,1,21.88
17511,End,Register,1214.0,1,20.23
17512,End,Register,1195.0,1,19.92
17513,End,Register,1408.0,1,23.47
17514,End,Register,1217.0,1,20.28
17515,End,Register,1246.0,1,20.77
17516,End,Register,1227.0,1,20.45
17519,End,Register,1253.0,1,20.88
17523,End,Register,1355.0,1,22.58
17527,End,Register,1265.0,1,21.08
17529,End,Register,1246.0,1,20.77
17531,End,Register,1351.0,1,22.52
17536,End,Register,1120.0,1,18.67
17538,End,Register,1177.0,1,19.62
