case,Last_Event,First_Event,Case_Duration,Variants,Case_Duration in minutes
9453,End,Register,1267.0,1,21.12
9455,End,Register,1318.0,1,21.97
9456,End,Register,1058.0,1,17.63
9460,End,Register,1149.0,1,19.15
9461,End,Register,1221.0,1,20.35
9462,End,Register,1105.0,1,18.42
9465,End,Register,1318.0,1,21.97
9466,End,Register,1412.0,1,23.53
9467,End,Register,1260.0,1,21.0
9468,End,Register,1164.0,1,19.4
9472,End,Register,1179.0,1,19.65
9473,End,Register,1316.0,1,21.93
9475,End,Register,1043.0,1,17.38
9476,End,Register,1298.0,1,21.63
9478,End,Register,1353.0,1,22.55
9479,End,Register,1350.0,1,22.5
9481,End,Register,1414.0,1,23.57
9483,End,Register,1173.0,1,19.55
9484,End,Register,1313.0,1,21.88
9485,End,Register,1294.0,1,21.57
9486,End,Register,1252.0,1,20.87
9489,End,Register,1024.0,1,17.07
9492,End,Register,1395.0,1,23.25
9494,End,Register,1207.0,1,20.12
9497,End,Register,1103.0,1,18.38
9499,End,Register,1393.0,1,23.22
9500,End,Register,1390.0,1,23.17
9501,End,Register,1176.0,1,19.6
9502,End,Register,1253.0,1,20.88
9503,End,Register,1083.0,1,18.05
9504,End,Register,1142.0,1,19.03
9505,End,Register,1310.0,1,21.83
9512,End,Register,1345.0,1,22.42
9514,End,Register,1186.0,1,19.77
9516,End,Register,1141.0,1,19.02
9518,End,Register,1169.0,1,19.48
9519,End,Register,1129.0,1,18.82
9520,End,Register,1358.0,1,22.63
9523,End,Register,1022.0,1,17.03
9525,End,Register,1241.0,1,20.68
9528,End,Register,1252.0,1,20.87
9530,End,Register,1249.0,1,20.82
9531,End,Register,1295.0,1,21.58
9532,End,Register,1246.0,1,20.77
9533,End,Register,1398.0,1,23.3
9535,End,Register,1248.0,1,20.8
9536,End,Register,1264.0,1,21.07
9538,End,Register,1223.0,1,20.38
9539,End,Register,1103.0,1,18.38
9540,End,Register,1234.0,1,20.57
9541,End,Register,1150.0,1,19.17
9542,End,Register,1368.0,1,22.8
9544,End,Register,1444.0,1,24.07
9545,End,Register,1351.0,1,22.52
9546,End,Register,1278.0,1,21.3
9547,End,Register,1183.0,1,19.72
9548,End,Register,1269.0,1,21.15
9549,End,Register,1279.0,1,21.32
9551,End,Register,1254.0,1,20.9
9552,End,Register,1290.0,1,21.5
9553,End,Register,1041.0,1,17.35
9554,End,Register,1248.0,1,20.8
9555,End,Register,1208.0,1,20.13
9558,End,Register,1198.0,1,19.97
9559,End,Register,1336.0,1,22.27
9562,End,Register,1237.0,1,20.62
9563,End,Register,1179.0,1,19.65
9565,End,Register,1354.0,1,22.57
9571,End,Register,1375.0,1,22.92
9572,End,Register,1234.0,1,20.57
9574,End,Register,1254.0,1,20.9
9580,End,Register,1291.0,1,21.52
9583,End,Register,1186.0,1,19.77
9587,End,Register,1305.0,1,21.75
9588,End,Register,1206.0,1,20.1
9589,End,Register,1201.0,1,20.02
9590,End,Register,1079.0,1,17.98
9591,End,Register,1242.0,1,20.7
9592,End,Register,1346.0,1,22.43
9594,End,Register,1156.0,1,19.27
9596,End,Register,1198.0,1,19.97
9600,End,Register,1105.0,1,18.42
9601,End,Register,1200.0,1,20.0
9604,End,Register,1093.0,1,18.22
9608,End,Register,1360.0,1,22.67
9609,End,Register,1295.0,1,21.58
9610,End,Register,1134.0,1,18.9
9611,End,Register,1197.0,1,19.95
9613,End,Register,1532.0,1,25.53
9616,End,Register,1346.0,1,22.43
9617,End,Register,1302.0,1,21.7
9620,End,Register,1307.0,1,21.78
9621,End,Register,1230.0,1,20.5
9622,End,Register,1153.0,1,19.22
9626,End,Register,1326.0,1,22.1
9627,End,Register,1060.0,1,17.67
9631,End,Register,1199.0,1,19.98
9632,End,Register,1269.0,1,21.15
9633,End,Register,1224.0,1,20.4
9634,End,Register,1037.0,1,17.28
9637,End,Register,1264.0,1,21.07
9642,End,Register,1229.0,1,20.48
9644,End,Register,1054.0,1,17.57
9646,End,Register,1417.0,1,23.62
9647,End,Register,1125.0,1,18.75
9649,End,Register,1346.0,1,22.43
9650,End,Register,1227.0,1,20.45
9652,End,Register,1453.0,1,24.22
9654,End,Register,1235.0,1,20.58
9655,End,Register,1471.0,1,24.52
9659,End,Register,1223.0,1,20.38
9663,End,Register,1071.0,1,17.85
9665,End,Register,1352.0,1,22.53
9666,End,Register,1378.0,1,22.97
9667,End,Register,1124.0,1,18.73
9668,End,Register,1206.0,1,20.1
9674,End,Register,1441.0,1,24.02
9675,End,Register,1436.0,1,23.93
9677,End,Register,1097.0,1,18.28
9678,End,Register,1376.0,1,22.93
9679,End,Register,1261.0,1,21.02
9680,End,Register,1284.0,1,21.4
9683,End,Register,1195.0,1,19.92
9686,End,Register,1213.0,1,20.22
9687,End,Register,1190.0,1,19.83
9688,End,Register,1132.0,1,18.87
9689,End,Register,1117.0,1,18.62
9692,End,Register,1214.0,1,20.23
9694,End,Register,1120.0,1,18.67
9695,End,Register,1394.0,1,23.23
9696,End,Register,1099.0,1,18.32
9697,End,Register,1377.0,1,22.95
9699,End,Register,1350.0,1,22.5
9700,End,Register,1270.0,1,21.17
9701,End,Register,1225.0,1,20.42
9702,End,Register,1371.0,1,22.85
9703,End,Register,1314.0,1,21.9
9704,End,Register,1234.0,1,20.57
9705,End,Register,1304.0,1,21.73
9706,End,Register,1426.0,1,23.77
9707,End,Register,1348.0,1,22.47
9709,End,Register,1170.0,1,19.5
9710,End,Register,1442.0,1,24.03
9711,End,Register,1208.0,1,20.13
9712,End,Register,1526.0,1,25.43
9713,End,Register,1284.0,1,21.4
9714,End,Register,1150.0,1,19.17
9715,End,Register,1368.0,1,22.8
9716,End,Register,1371.0,1,22.85
9718,End,Register,1236.0,1,20.6
9719,End,Register,1287.0,1,21.45
9723,End,Register,1211.0,1,20.18
9724,End,Register,1171.0,1,19.52
9726,End,Register,1197.0,1,19.95
9727,End,Register,1102.0,1,18.37
9730,End,Register,1302.0,1,21.7
9735,End,Register,1161.0,1,19.35
9738,End,Register,1188.0,1,19.8
9740,End,Register,1179.0,1,19.65
9741,End,Register,1310.0,1,21.83
9742,End,Register,1288.0,1,21.47
9744,End,Register,1059.0,1,17.65
9752,End,Register,1265.0,1,21.08
9754,End,Register,1431.0,1,23.85
9755,End,Register,1256.0,1,20.93
9758,End,Register,1247.0,1,20.78
9759,End,Register,989.0,1,16.48
9760,End,Register,1178.0,1,19.63
9761,End,Register,1107.0,1,18.45
9763,End,Register,1222.0,1,20.37
9765,End,Register,1324.0,1,22.07
9766,End,Register,1343.0,1,22.38
9767,End,Register,1339.0,1,22.32
9768,End,Register,1179.0,1,19.65
9769,End,Register,1238.0,1,20.63
9770,End,Register,1196.0,1,19.93
9771,End,Register,1162.0,1,19.37
9772,End,Register,1329.0,1,22.15
9773,End,Register,1124.0,1,18.73
9774,End,Register,1285.0,1,21.42
9778,End,Register,1278.0,1,21.3
9780,End,Register,1319.0,1,21.98
9783,End,Register,1329.0,1,22.15
9786,End,Register,1272.0,1,21.2
9788,End,Register,1253.0,1,20.88
9790,End,Register,1332.0,1,22.2
9796,End,Register,1202.0,1,20.03
9797,End,Register,1419.0,1,23.65
9798,End,Register,1268.0,1,21.13
9804,End,Register,1279.0,1,21.32
9805,End,Register,1256.0,1,20.93
9806,End,Register,1427.0,1,23.78
9810,End,Register,1249.0,1,20.82
9811,End,Register,1334.0,1,22.23
9812,End,Register,1287.0,1,21.45
9813,End,Register,1182.0,1,19.7
9814,End,Register,1165.0,1,19.42
9815,End,Register,1285.0,1,21.42
9820,End,Register,1373.0,1,22.88
9823,End,Register,1119.0,1,18.65
9824,End,Register,1325.0,1,22.08
9826,End,Register,1289.0,1,21.48
9828,End,Register,1354.0,1,22.57
9829,End,Register,1358.0,1,22.63
9830,End,Register,1302.0,1,21.7
9834,End,Register,1288.0,1,21.47
9835,End,Register,1171.0,1,19.52
9836,End,Register,1313.0,1,21.88
9837,End,Register,1289.0,1,21.48
9839,End,Register,1229.0,1,20.48
9840,End,Register,55545.0,1,925.75
9841,End,Register,1255.0,1,20.92
9842,End,Register,1196.0,1,19.93
9844,End,Register,55170.0,1,919.5
9845,End,Register,55533.0,1,925.55
9846,End,Register,56123.0,1,935.38
9850,End,Register,55797.0,1,929.95
9851,End,Register,55291.0,1,921.52
9853,End,Register,55280.0,1,921.33
9854,End,Register,55161.0,1,919.35
9861,End,Register,55293.0,1,921.55
9862,End,Register,55402.0,1,923.37
9863,End,Register,55298.0,1,921.63
9865,End,Register,55315.0,1,921.92
9866,End,Register,55257.0,1,920.95
9868,End,Register,55334.0,1,922.23
9869,End,Register,1300.0,1,21.67
9871,End,Register,1371.0,1,22.85
9873,End,Register,1356.0,1,22.6
9874,End,Register,1178.0,1,19.63
9875,End,Register,1156.0,1,19.27
9876,End,Register,1107.0,1,18.45
9877,End,Register,1380.0,1,23.0
9879,End,Register,1194.0,1,19.9
9884,End,Register,1330.0,1,22.17
9885,End,Register,1403.0,1,23.38
9886,End,Register,1247.0,1,20.78
9887,End,Register,1391.0,1,23.18
9890,End,Register,1267.0,1,21.12
9896,End,Register,1260.0,1,21.0
9897,End,Register,1393.0,1,23.22
9901,End,Register,1254.0,1,20.9
9902,End,Register,1109.0,1,18.48
9903,End,Register,1107.0,1,18.45
9905,End,Register,1338.0,1,22.3
9906,End,Register,1174.0,1,19.57
9908,End,Register,1319.0,1,21.98
9909,End,Register,1235.0,1,20.58
9911,End,Register,1274.0,1,21.23
9912,End,Register,1146.0,1,19.1
9913,End,Register,1261.0,1,21.02
9914,End,Register,1330.0,1,22.17
9915,End,Register,1277.0,1,21.28
9916,End,Register,1153.0,1,19.22
9917,End,Register,1272.0,1,21.2
9919,End,Register,1213.0,1,20.22
9920,End,Register,1440.0,1,24.0
9921,End,Register,1150.0,1,19.17
9922,End,Register,1497.0,1,24.95
9923,End,Register,1406.0,1,23.43
9925,End,Register,1080.0,1,18.0
9926,End,Register,1258.0,1,20.97
9929,End,Register,1223.0,1,20.38
9930,End,Register,1220.0,1,20.33
9932,End,Register,1226.0,1,20.43
9933,End,Register,1193.0,1,19.88
9934,End,Register,1086.0,1,18.1
9935,End,Register,1317.0,1,21.95
9938,End,Register,1214.0,1,20.23
9940,End,Register,1196.0,1,19.93
9944,End,Register,1249.0,1,20.82
9945,End,Register,1436.0,1,23.93
9946,End,Register,1142.0,1,19.03
9948,End,Register,1299.0,1,21.65
9949,End,Register,1362.0,1,22.7
9950,End,Register,1248.0,1,20.8
9951,End,Register,1380.0,1,23.0
9954,End,Register,1208.0,1,20.13
9956,End,Register,1282.0,1,21.37
9957,End,Register,1294.0,1,21.57
9962,End,Register,1153.0,1,19.22
9967,End,Register,1563.0,1,26.05
9972,End,Register,1414.0,1,23.57
9975,End,Register,1243.0,1,20.72
9977,End,Register,1167.0,1,19.45
9978,End,Register,1252.0,1,20.87
9979,End,Register,1278.0,1,21.3
9980,End,Register,989.0,1,16.48
9981,End,Register,1223.0,1,20.38
9982,End,Register,1248.0,1,20.8
9983,End,Register,1090.0,1,18.17
9984,End,Register,1406.0,1,23.43
9986,End,Register,1375.0,1,22.92
9987,End,Register,1160.0,1,19.33
9988,End,Register,1070.0,1,17.83
9989,End,Register,1308.0,1,21.8
9993,End,Register,1100.0,1,18.33
9996,End,Register,1122.0,1,18.7
9999,End,Register,1238.0,1,20.63
10000,End,Register,1228.0,1,20.47
10001,End,Register,1204.0,1,20.07
10002,End,Register,1121.0,1,18.68
10004,End,Register,1158.0,1,19.3
10006,End,Register,1331.0,1,22.18
10008,End,Register,1298.0,1,21.63
10009,End,Register,1238.0,1,20.63
10010,End,Register,1129.0,1,18.82
10013,End,Register,1327.0,1,22.12
10017,End,Register,1181.0,1,19.68
10018,End,Register,1343.0,1,22.38
10020,End,Register,1410.0,1,23.5
10021,End,Register,1191.0,1,19.85
10025,End,Register,1224.0,1,20.4
10027,End,Register,1088.0,1,18.13
10028,End,Register,1283.0,1,21.38
10029,End,Register,1302.0,1,21.7
10031,End,Register,1301.0,1,21.68
10032,End,Register,1074.0,1,17.9
10033,End,Register,1299.0,1,21.65
10036,End,Register,1348.0,1,22.47
10037,End,Register,1390.0,1,23.17
10038,End,Register,1139.0,1,18.98
10039,End,Register,1080.0,1,18.0
10041,End,Register,1176.0,1,19.6
10042,End,Register,1345.0,1,22.42
10044,End,Register,1342.0,1,22.37
10045,End,Register,1299.0,1,21.65
10046,End,Register,1234.0,1,20.57
10051,End,Register,1159.0,1,19.32
10052,End,Register,1163.0,1,19.38
10059,End,Register,1215.0,1,20.25
10060,End,Register,1464.0,1,24.4
10061,End,Register,1302.0,1,21.7
10062,End,Register,1406.0,1,23.43
10064,End,Register,1305.0,1,21.75
10067,End,Register,1086.0,1,18.1
10071,End,Register,1332.0,1,22.2
10072,End,Register,1223.0,1,20.38
10073,End,Register,1245.0,1,20.75
10075,End,Register,1199.0,1,19.98
10076,End,Register,1293.0,1,21.55
10077,End,Register,1202.0,1,20.03
10078,End,Register,1254.0,1,20.9
10079,End,Register,1248.0,1,20.8
10081,End,Register,1292.0,1,21.53
10085,End,Register,1276.0,1,21.27
10087,End,Register,1201.0,1,20.02
10092,End,Register,1206.0,1,20.1
10093,End,Register,1149.0,1,19.15
10098,End,Register,1170.0,1,19.5
10101,End,Register,1299.0,1,21.65
10102,End,Register,1373.0,1,22.88
10103,End,Register,1283.0,1,21.38
10104,End,Register,1199.0,1,19.98
10105,End,Register,1322.0,1,22.03
10108,End,Register,1202.0,1,20.03
10109,End,Register,1250.0,1,20.83
10111,End,Register,1263.0,1,21.05
10114,End,Register,1241.0,1,20.68
10115,End,Register,1318.0,1,21.97
10116,End,Register,1202.0,1,20.03
10124,End,Register,1265.0,1,21.08
10126,End,Register,1107.0,1,18.45
10127,End,Register,1350.0,1,22.5
10128,End,Register,1310.0,1,21.83
10129,End,Register,1150.0,1,19.17
10132,End,Register,1214.0,1,20.23
10138,End,Register,1208.0,1,20.13
10145,End,Register,1486.0,1,24.77
10148,End,Register,1397.0,1,23.28
10149,End,Register,1157.0,1,19.28
10150,End,Register,1163.0,1,19.38
10151,End,Register,1263.0,1,21.05
10152,End,Register,1231.0,1,20.52
10155,End,Register,1382.0,1,23.03
10156,End,Register,1056.0,1,17.6
10157,End,Register,1419.0,1,23.65
10158,End,Register,1183.0,1,19.72
10159,End,Register,1320.0,1,22.0
10160,End,Register,1124.0,1,18.73
10162,End,Register,1192.0,1,19.87
10163,End,Register,1317.0,1,21.95
10164,End,Register,1154.0,1,19.23
10165,End,Register,1245.0,1,20.75
10166,End,Register,1455.0,1,24.25
10167,End,Register,1014.0,1,16.9
10168,End,Register,1268.0,1,21.13
10175,End,Register,1253.0,1,20.88
10177,End,Register,1416.0,1,23.6
10179,End,Register,1129.0,1,18.82
10181,End,Register,1229.0,1,20.48
10182,End,Register,1395.0,1,23.25
10185,End,Register,1196.0,1,19.93
10187,End,Register,1168.0,1,19.47
10189,End,Register,1295.0,1,21.58
10191,End,Register,1184.0,1,19.73
10193,End,Register,1285.0,1,21.42
10196,End,Register,1201.0,1,20.02
10198,End,Register,1104.0,1,18.4
10200,End,Register,1117.0,1,18.62
10201,End,Register,1159.0,1,19.32
10204,End,Register,1191.0,1,19.85
10205,End,Register,1129.0,1,18.82
10206,End,Register,1290.0,1,21.5
10207,End,Register,1207.0,1,20.12
10210,End,Register,1542.0,1,25.7
10211,End,Register,1217.0,1,20.28
10214,End,Register,1252.0,1,20.87
10215,End,Register,1391.0,1,23.18
10216,End,Register,1274.0,1,21.23
10220,End,Register,1392.0,1,23.2
10221,End,Register,1215.0,1,20.25
10222,End,Register,1060.0,1,17.67
10223,End,Register,1349.0,1,22.48
10225,End,Register,1338.0,1,22.3
10227,End,Register,1239.0,1,20.65
10229,End,Register,1005.0,1,16.75
10233,End,Register,1357.0,1,22.62
10235,End,Register,1385.0,1,23.08
10238,End,Register,1417.0,1,23.62
10239,End,Register,1310.0,1,21.83
10241,End,Register,1303.0,1,21.72
10243,End,Register,1358.0,1,22.63
10244,End,Register,1431.0,1,23.85
10246,End,Register,1522.0,1,25.37
10247,End,Register,1113.0,1,18.55
10248,End,Register,1196.0,1,19.93
10251,End,Register,1331.0,1,22.18
10255,End,Register,1227.0,1,20.45
10256,End,Register,1325.0,1,22.08
10258,End,Register,1193.0,1,19.88
10262,End,Register,1185.0,1,19.75
10264,End,Register,1180.0,1,19.67
10265,End,Register,1229.0,1,20.48
10267,End,Register,1386.0,1,23.1
10268,End,Register,1246.0,1,20.77
10270,End,Register,1265.0,1,21.08
10273,End,Register,1315.0,1,21.92
10275,End,Register,1199.0,1,19.98
10280,End,Register,1165.0,1,19.42
10282,End,Register,1203.0,1,20.05
10283,End,Register,1337.0,1,22.28
10285,End,Register,1469.0,1,24.48
10287,End,Register,1078.0,1,17.97
10289,End,Register,1516.0,1,25.27
10290,End,Register,958.0,1,15.97
10292,End,Register,1239.0,1,20.65
10294,End,Register,1289.0,1,21.48
10295,End,Register,1243.0,1,20.72
10299,End,Register,1146.0,1,19.1
10301,End,Register,1256.0,1,20.93
10302,End,Register,1373.0,1,22.88
10303,End,Register,1159.0,1,19.32
10304,End,Register,1053.0,1,17.55
10306,End,Register,1321.0,1,22.02
10307,End,Register,1262.0,1,21.03
10308,End,Register,1348.0,1,22.47
10315,End,Register,1325.0,1,22.08
10317,End,Register,1117.0,1,18.62
10319,End,Register,1370.0,1,22.83
10321,End,Register,1278.0,1,21.3
10322,End,Register,1151.0,1,19.18
10323,End,Register,1246.0,1,20.77
10324,End,Register,1168.0,1,19.47
10325,End,Register,55328.0,1,922.13
10328,End,Register,55237.0,1,920.62
10329,End,Register,55532.0,1,925.53
10330,End,Register,55626.0,1,927.1
10332,End,Register,55647.0,1,927.45
10333,End,Register,55301.0,1,921.68
10336,End,Register,55129.0,1,918.82
10338,End,Register,1245.0,1,20.75
10339,End,Register,1321.0,1,22.02
10340,End,Register,1081.0,1,18.02
10341,End,Register,1138.0,1,18.97
10343,End,Register,1517.0,1,25.28
10346,End,Register,1578.0,1,26.3
10348,End,Register,1170.0,1,19.5
10349,End,Register,1326.0,1,22.1
10353,End,Register,1524.0,1,25.4
10355,End,Register,1224.0,1,20.4
10357,End,Register,1262.0,1,21.03
10358,End,Register,1296.0,1,21.6
10360,End,Register,1424.0,1,23.73
10361,End,Register,1222.0,1,20.37
10362,End,Register,1146.0,1,19.1
10363,End,Register,1198.0,1,19.97
10364,End,Register,1153.0,1,19.22
10365,End,Register,1207.0,1,20.12
10369,End,Register,1287.0,1,21.45
10370,End,Register,1228.0,1,20.47
10371,End,Register,1261.0,1,21.02
10373,End,Register,1334.0,1,22.23
10374,End,Register,1116.0,1,18.6
10375,End,Register,1337.0,1,22.28
10376,End,Register,1103.0,1,18.38
10377,End,Register,1209.0,1,20.15
10378,End,Register,1169.0,1,19.48
10382,End,Register,1270.0,1,21.17
10385,End,Register,1281.0,1,21.35
10386,End,Register,1222.0,1,20.37
10387,End,Register,1517.0,1,25.28
10388,End,Register,1151.0,1,19.18
10389,End,Register,1095.0,1,18.25
10390,End,Register,1302.0,1,21.7
10391,End,Register,1393.0,1,23.22
10395,End,Register,1445.0,1,24.08
10396,End,Register,1339.0,1,22.32
10397,End,Register,1289.0,1,21.48
10398,End,Register,1446.0,1,24.1
10402,End,Register,1329.0,1,22.15
10404,End,Register,1410.0,1,23.5
10406,End,Register,1362.0,1,22.7
10407,End,Register,1188.0,1,19.8
10408,End,Register,1212.0,1,20.2
10409,End,Register,1131.0,1,18.85
10414,End,Register,1295.0,1,21.58
10415,End,Register,1205.0,1,20.08
10416,End,Register,1163.0,1,19.38
10417,End,Register,1310.0,1,21.83
10418,End,Register,1156.0,1,19.27
10419,End,Register,1280.0,1,21.33
10420,End,Register,1265.0,1,21.08
10424,End,Register,1004.0,1,16.73
10426,End,Register,1077.0,1,17.95
10427,End,Register,1270.0,1,21.17
10428,End,Register,988.0,1,16.47
10433,End,Register,1245.0,1,20.75
10434,End,Register,1381.0,1,23.02
10436,End,Register,1361.0,1,22.68
10438,End,Register,1178.0,1,19.63
10439,End,Register,1209.0,1,20.15
10440,End,Register,1293.0,1,21.55
10441,End,Register,1343.0,1,22.38
10442,End,Register,1397.0,1,23.28
10447,End,Register,1017.0,1,16.95
10449,End,Register,1361.0,1,22.68
10451,End,Register,1092.0,1,18.2
10453,End,Register,1446.0,1,24.1
10456,End,Register,1361.0,1,22.68
10457,End,Register,1271.0,1,21.18
10458,End,Register,1321.0,1,22.02
10459,End,Register,1160.0,1,19.33
10461,End,Register,1273.0,1,21.22
10465,End,Register,1300.0,1,21.67
10472,End,Register,1418.0,1,23.63
10473,End,Register,1184.0,1,19.73
10474,End,Register,1220.0,1,20.33
10477,End,Register,1253.0,1,20.88
10478,End,Register,1407.0,1,23.45
10479,End,Register,1151.0,1,19.18
10480,End,Register,1414.0,1,23.57
10483,End,Register,1195.0,1,19.92
10486,End,Register,1275.0,1,21.25
10487,End,Register,1139.0,1,18.98
10489,End,Register,1306.0,1,21.77
10491,End,Register,1317.0,1,21.95
10492,End,Register,1330.0,1,22.17
10494,End,Register,1177.0,1,19.62
10496,End,Register,1180.0,1,19.67
10497,End,Register,1313.0,1,21.88
10498,End,Register,1261.0,1,21.02
10500,End,Register,1327.0,1,22.12
10501,End,Register,1237.0,1,20.62
10502,End,Register,1226.0,1,20.43
10503,End,Register,1408.0,1,23.47
10504,End,Register,1192.0,1,19.87
10506,End,Register,1136.0,1,18.93
10508,End,Register,1073.0,1,17.88
10510,End,Register,1439.0,1,23.98
10511,End,Register,1136.0,1,18.93
10515,End,Register,1498.0,1,24.97
10519,End,Register,1150.0,1,19.17
10520,End,Register,1060.0,1,17.67
10521,End,Register,1188.0,1,19.8
10522,End,Register,1115.0,1,18.58
10523,End,Register,1134.0,1,18.9
10524,End,Register,1182.0,1,19.7
10525,End,Register,1367.0,1,22.78
10526,End,Register,1199.0,1,19.98
10527,End,Register,1256.0,1,20.93
10530,End,Register,1317.0,1,21.95
10531,End,Register,1469.0,1,24.48
10536,End,Register,1370.0,1,22.83
10537,End,Register,1258.0,1,20.97
10538,End,Register,1336.0,1,22.27
10545,End,Register,1227.0,1,20.45
10547,End,Register,1214.0,1,20.23
10548,End,Register,1135.0,1,18.92
10550,End,Register,1253.0,1,20.88
10551,End,Register,1222.0,1,20.37
10553,End,Register,1213.0,1,20.22
10554,End,Register,1316.0,1,21.93
10556,End,Register,1224.0,1,20.4
10557,End,Register,1341.0,1,22.35
10560,End,Register,1193.0,1,19.88
10561,End,Register,1168.0,1,19.47
10562,End,Register,1243.0,1,20.72
10566,End,Register,1265.0,1,21.08
10567,End,Register,1333.0,1,22.22
10568,End,Register,1289.0,1,21.48
10572,End,Register,1220.0,1,20.33
10573,End,Register,1151.0,1,19.18
10576,End,Register,1266.0,1,21.1
10577,End,Register,1288.0,1,21.47
10578,End,Register,1463.0,1,24.38
10580,End,Register,1252.0,1,20.87
10581,End,Register,1291.0,1,21.52
10582,End,Register,1156.0,1,19.27
10584,End,Register,1330.0,1,22.17
10586,End,Register,1229.0,1,20.48
10587,End,Register,1328.0,1,22.13
10599,End,Register,1235.0,1,20.58
10603,End,Register,1157.0,1,19.28
10606,End,Register,1328.0,1,22.13
10608,End,Register,1121.0,1,18.68
10610,End,Register,1170.0,1,19.5
10612,End,Register,1349.0,1,22.48
10617,End,Register,1313.0,1,21.88
10620,End,Register,1266.0,1,21.1
10621,End,Register,1226.0,1,20.43
10622,End,Register,1354.0,1,22.57
10623,End,Register,1345.0,1,22.42
10624,End,Register,1336.0,1,22.27
10626,End,Register,1416.0,1,23.6
10627,End,Register,1256.0,1,20.93
10628,End,Register,1311.0,1,21.85
10630,End,Register,1250.0,1,20.83
10631,End,Register,1099.0,1,18.32
10632,End,Register,1191.0,1,19.85
10633,End,Register,1171.0,1,19.52
10636,End,Register,1121.0,1,18.68
10638,End,Register,1172.0,1,19.53
10640,End,Register,1318.0,1,21.97
10642,End,Register,1302.0,1,21.7
10643,End,Register,1254.0,1,20.9
10646,End,Register,1359.0,1,22.65
10648,End,Register,1317.0,1,21.95
10649,End,Register,1159.0,1,19.32
10650,End,Register,1405.0,1,23.42
10652,End,Register,1145.0,1,19.08
10654,End,Register,1166.0,1,19.43
10657,End,Register,1472.0,1,24.53
10658,End,Register,1221.0,1,20.35
10661,End,Register,1231.0,1,20.52
10664,End,Register,1191.0,1,19.85
10666,End,Register,1111.0,1,18.52
10670,End,Register,1027.0,1,17.12
10672,End,Register,1265.0,1,21.08
10673,End,Register,1254.0,1,20.9
10674,End,Register,1317.0,1,21.95
10675,End,Register,1357.0,1,22.62
10678,End,Register,1376.0,1,22.93
10679,End,Register,1073.0,1,17.88
10680,End,Register,1119.0,1,18.65
10681,End,Register,1303.0,1,21.72
10683,End,Register,1213.0,1,20.22
10684,End,Register,1227.0,1,20.45
10685,End,Register,1284.0,1,21.4
10690,End,Register,1125.0,1,18.75
10693,End,Register,1313.0,1,21.88
10698,End,Register,1444.0,1,24.07
10700,End,Register,1374.0,1,22.9
10701,End,Register,1095.0,1,18.25
10703,End,Register,1334.0,1,22.23
10704,End,Register,1337.0,1,22.28
10705,End,Register,1275.0,1,21.25
10706,End,Register,1283.0,1,21.38
10707,End,Register,1449.0,1,24.15
10708,End,Register,1290.0,1,21.5
10711,End,Register,1118.0,1,18.63
10712,End,Register,1195.0,1,19.92
10713,End,Register,1098.0,1,18.3
10714,End,Register,1182.0,1,19.7
10716,End,Register,1195.0,1,19.92
10721,End,Register,1500.0,1,25.0
10723,End,Register,1239.0,1,20.65
10724,End,Register,1302.0,1,21.7
10725,End,Register,1291.0,1,21.52
10728,End,Register,1276.0,1,21.27
10731,End,Register,1345.0,1,22.42
10736,End,Register,1031.0,1,17.18
10737,End,Register,1265.0,1,21.08
10739,End,Register,1536.0,1,25.6
10740,End,Register,1276.0,1,21.27
10741,End,Register,1387.0,1,23.12
10742,End,Register,1260.0,1,21.0
10744,End,Register,1442.0,1,24.03
10747,End,Register,1491.0,1,24.85
10750,End,Register,1074.0,1,17.9
10752,End,Register,1242.0,1,20.7
10755,End,Register,1232.0,1,20.53
10756,End,Register,1269.0,1,21.15
10757,End,Register,1355.0,1,22.58
10758,End,Register,1185.0,1,19.75
10759,End,Register,1275.0,1,21.25
10762,End,Register,1331.0,1,22.18
10763,End,Register,1116.0,1,18.6
10765,End,Register,1254.0,1,20.9
10766,End,Register,1093.0,1,18.22
10769,End,Register,1303.0,1,21.72
10770,End,Register,1208.0,1,20.13
10774,End,Register,1490.0,1,24.83
10775,End,Register,1310.0,1,21.83
10776,End,Register,1274.0,1,21.23
10783,End,Register,1264.0,1,21.07
10784,End,Register,1068.0,1,17.8
10787,End,Register,1204.0,1,20.07
10789,End,Register,1244.0,1,20.73
10790,End,Register,1005.0,1,16.75
10791,End,Register,1310.0,1,21.83
10792,End,Register,1285.0,1,21.42
10793,End,Register,1165.0,1,19.42
10794,End,Register,1297.0,1,21.62
10795,End,Register,1087.0,1,18.12
10797,End,Register,1108.0,1,18.47
10801,End,Register,1402.0,1,23.37
10803,End,Register,1213.0,1,20.22
10804,End,Register,1236.0,1,20.6
10805,End,Register,989.0,1,16.48
10806,End,Register,1383.0,1,23.05
10808,End,Register,1240.0,1,20.67
10809,End,Register,1342.0,1,22.37
10810,End,Register,1163.0,1,19.38
10812,End,Register,1162.0,1,19.37
10815,End,Register,1454.0,1,24.23
10821,End,Register,996.0,1,16.6
10822,End,Register,1300.0,1,21.67
10823,End,Register,1133.0,1,18.88
10824,End,Register,1272.0,1,21.2
10825,End,Register,55300.0,1,921.67
10827,End,Register,55766.0,1,929.43
10830,End,Register,55204.0,1,920.07
10832,End,Register,55587.0,1,926.45
10834,End,Register,55535.0,1,925.58
